Alcorn St.|65|Portland|97
N.C. Central|59|Quinnipiac|69
TCU|60|Rhode Island|66
UC-Davis|79|Sacramento St.|84
North Florida|57|St. Louis|70
Winthrop|79|S.C. Upstate|78
South Dakota School of Mines|63|South Dakota|83
Albany (NY)|61|South Fla.|63
Dillard|65|Southern U.|79
Oakland|88|Southern Ill.|97
Campbell|77|SIU Edwardsville|74
Cal St. Fullerton|80|Southern Utah|66
Army|80|Tennessee|95
Reinhardt|61|Tennessee St.|77
Jackson St.|82|Tennessee Tech|86
Florida A&amp;M|54|UTEP|72
Southeast Mo. St.|74|Texas-Rio Grande Valley|83
Utah Valley|55|Utah St.|81
Presbyterian|61|VMI|76
N.C. A&amp;T|60|Virginia Tech|90
Vanderbilt|86|Wake Forest|64
Cal St. L.A.|57|Washington St.|74
Hiwassee|63|Western Caro.|88
Central Mich.|60|Western Ky.|88
Mt. St. Joseph|52|Wright St.|66
Vanderbilt|63|Kansas|70
Lehigh|54|Virginia|80
Arkansas St.|68|Oregon|91
UNLV|72|Indiana|69
Texas|73|Texas A&amp;M|84
Maryland|86|Rhode Island|63
Yale|61|Duke|80
Oakland City|55|Austin Peay|83
Indiana-Kokomo|54|Ball St.|90
New Orleans|64|Bradley|51
Mississippi Val.|68|BYU|75
Milwaukee|84|Central Mich.|78
St. John's (NY)|100|Chaminade|93
Ga. Southern|90|Citadel|95
Air Force|70|Colorado|81
Massachusetts|76|Creighton|97
Idaho St.|69|Denver|79
Thomas More|67|Eastern Ky.|101
Marygrove|64|Eastern Mich.|108
Vermont|62|Florida|86
Long Island|72|FIU|80
High Point|46|Georgia|49
Bryant|45|Harvard|80
Sacred Heart|60|Holy Cross|69
Central Ark.|54|Howard|73
Samford|75|Idaho|58
Loyola (LA)|62|La.-Lafayette|106
San Diego|57|Loyola (IL)|67
Cal St. Northridge|80|Loyola Marymount|82
Longwood|82|Maine|92
George Mason|67|Manhattan|69
Navy|75|UMBC|54
Dillard|79|McNeese St.|80
Connecticut|74|Michigan|60
Georgia St.|59|Mississippi|68
Lincoln|72|UMKC|73
Weber St.|75|Murray St.|59
Portland St.|73|Nevada|76
Nicholls St.|63|New Mexico|75
Montana|53|North Dakota St.|73
Troy|86|North Texas|74
Neb.-Omaha|105|Northern Colo.|85
Indiana-Northwest|55|Northern Ill.|87
Dubuque|63|UNI|83
Louisiana Col.|80|Northwestern St.|86
Tabor College|80|Oral Roberts|112
La Salle|64|Penn|80
Drake|69|Pepperdine|53
Cornell|49|Pittsburgh|93
Lafayette|52|Princeton|104
Lamar|84|Rice|92
Houston Baptist|56|Rider|67
Clemson|76|Rutgers|58
UC-Santa Barbara|68|San Francisco|61
Toledo|89|San Jose St.|74
Great Falls|48|Seattle|58
Allen|74|South Carolina St.|86
Cleveland St.|66|South Dakota St.|77
Charlotte|70|Syracuse|83
Harris-Stowe|57|UT Martin|83
Grambling|40|Texas-Arlington|73
Illinois St.|60|TCU|71
UTSA|80|Texas Southern|91
Gallaudet|45|Towson|88
Wake Forest|80|UCLA|77
American|44|VCU|72
Gonzaga|80|Washington|64
Trinity Christian|44|Western Ill.|79
Duquesne|81|Western Ky.|73
Hampton|67|William &amp; Mary|86
Prairie View|67|Wisconsin|85
Cal St. Bakersfield|64|Wyoming|68
Thiel|55|Youngstown St.|69
Boston College|68|Michigan St.|99
Stanford|45|Villanova|59
Alabama|45|Xavier|64
Richmond|59|West Virginia|67
Santa Clara|73|Arizona|75
Texas A&amp;M|62|Gonzaga|61
Iowa|77|Dayton|82
Washington|70|Texas|82
Cal|58|San Diego St.|72
Middle Tenn.|75|Alas. Anchorage|72
UC-Irvine|64|Boise St.|71
UNC Asheville|85|Drexel|66
UALR|54|East Carolina|46
Mt. St. Mary's|74|Elon|79
A&amp;M-Corpus Christi|73|Furman|69
Arkansas|73|Georgia Tech|83
Appalachian St.|73|Liberty|62
Tulane|61|Mercer|71
Charlotte|47|Michigan|102
Notre Dame|68|Monmouth|70
Evansville|64|Providence|74
Wichita St.|69|Southern California|72
Western Mich.|71|Stephen F. Austin|79
Bethune-Cookman|70|Stetson|83
Connecticut|76|Syracuse|79
Boise St.|67|Michigan St.|77
Georgia Tech|52|Villanova|69
Southern California|77|Xavier|87
West Virginia|72|San Diego St.|50
Northeastern|78|Miami (FL)|77
Idaho St.|72|Utah|102
Providence|69|Arizona|65
Kentucky|84|South Fla.|63
Syracuse|74|Texas A&amp;M|67
Iowa|62|Notre Dame|68
Virginia Tech|77|Iowa St.|99
Arkansas St.|72|Baylor|94
Michigan|78|Texas|72
Richmond|94|Cal|90
Charleston So.|58|Akron|82
Illinois|72|UAB|58
Chattanooga|95|Alabama St.|58
Drexel|65|Alas. Anchorage|71
NJIT|73|Albany (NY)|74
Ark.-Pine Bluff|60|Army|81
Northwestern St.|81|Auburn|119
UC-Irvine|80|Boston College|67
Washington|71|Charlotte|66
Jacksonville St.|68|Chicago St.|65
Bob Jones|81|Citadel|121
Western Caro.|56|Col. of Charleston|57
Portland|74|Colorado St.|90
Monmouth|70|Dayton|73
A&amp;M-Corpus Christi|85|Elon|81
Santa Clara|57|Evansville|69
Columbia|81|Fairfield|82
Fla. Gulf Coast|50|Florida|70
Abilene Christian|72|Florida A&amp;M|62
Delaware St.|59|Fresno St.|80
Southeastern La.|68|Gardner-Webb|77
IUPUI|72|Georgia St.|78
Connecticut|70|Gonzaga|73
North Florida|81|Hartford|60
Quincy|63|Illinois St.|73
Savannah St.|42|Jackson St.|69
IPFW|71|Jacksonville|63
Western Mich.|68|Liberty|58
N.C. Central|50|Louisiana Tech|71
Toledo|82|Loyola (IL)|74
James Madison|89|Marshall|75
St. Francis (PA)|57|Md.-East. Shore|70
Appalachian St.|70|Mercer|71
Neb.-Omaha|90|Minnesota|93
William Woods|56|Missouri St.|77
Furman|69|Mt. St. Mary's|60
Cincinnati|65|Nebraska|61
Middle Tenn.|63|UNC Asheville|61
Navy|70|UNC Greensboro|66
Winthrop|79|North Carolina St.|87
Alcorn St.|51|Oakland|84
Memphis|81|Ohio St.|76
Long Beach St.|73|Oklahoma St.|79
UC-Riverside|81|Rice|87
Bethune-Cookman|46|Sam Houston St.|71
San Jose St.|76|San Diego|67
Lipscomb|76|South Carolina|92
Ga. Southern|84|S.C. Upstate|80
UTEP|71|Southern Ill.|66
Arkansas|66|Stanford|69
East Carolina|93|Stetson|73
George Washington|73|Tennessee|70
Robert Morris|72|Tennessee Tech|85
Stephen F. Austin|59|Tulane|60
Alabama|64|Wichita St.|60
Lehigh|55|Purdue|77
St. Louis|57|Louisville|77
Cleveland St.|63|Maryland|80
Iowa St.|84|Illinois|73
Oakland|85|Abilene Christian|57
New Mexico St.|64|Air Force|66
Virginia Tech|82|UAB|77
San Jose St.|91|Alas. Anchorage|87
Southeastern La.|60|Ark.-Pine Bluff|62
Gardner-Webb|98|Army|103
Samford|73|Austin Peay|74
Valparaiso|66|Ball St.|69
Boston U.|75|Binghamton|65
Mississippi|67|Bradley|54
Belmont|81|BYU|95
Canisius|96|Buffalo|98
SIU Edwardsville|73|Butler|89
Antelope Valley|55|Cal Poly|85
Nevada|66|Cal St. Fullerton|75
Coastal Caro.|73|Campbell|79
Jacksonville St.|52|Chattanooga|62
Alabama St.|66|Chicago St.|64
George Washington|56|Cincinnati|61
Longwood|70|Columbia|69
Towson|81|Coppin St.|77
Western Ill.|67|Creighton|97
Denison|70|Davidson|83
South Ala.|56|Denver|69
Ill.-Chicago|62|Drake|83
San Diego|62|Drexel|59
UNC Wilmington|94|East Tenn. St.|73
Green Bay|81|Eastern Ill.|72
Southern Utah|85|Eastern Ky.|98
Madonna|63|Eastern Mich.|79
Pacific|63|Eastern Wash.|70
St. Peter's|62|Fairleigh Dickinson|77
Alcorn St.|71|Florida A&amp;M|73
Manhattan|64|Fordham|87
Wright St.|39|George Mason|66
Bryant|47|Georgetown|77
Morgan St.|72|High Point|82
La.-Monroe|64|Houston|76
William &amp; Mary|77|Howard|79
Northern Ill.|66|Idaho|59
Navy|71|Jacksonville|65
Tennessee St.|56|Kennesaw St.|49
Colgate|71|UMBC|63
Texas St.|70|McNeese St.|67
UCF|63|Miami (OH)|64
Toledo|70|Middle Tenn.|78
UT Martin|51|Mississippi St.|76
Robert Morris|67|Mississippi Val.|64
South Dakota St.|57|UMKC|64
Southern Miss.|46|Morehead St.|61
Alabama A&amp;M|61|Murray St.|63
Prairie View|62|UNLV|80
American|68|New Hampshire|50
Youngstown St.|88|Niagara|70
Loyola (IL)|48|UNC Asheville|59
IPFW|64|UNC Greensboro|58
UNI|97|North Dakota|51
N.C. A&amp;T|56|North Dakota St.|77
New Orleans|63|Northwestern|90
Detroit|95|Oral Roberts|100
Bucknell|58|Penn St.|62
Kent St.|76|Pittsburgh|85
Southern Ill.|80|Portland|79
Multnomah|82|Portland St.|100
Wofford|68|Presbyterian|58
La Salle|81|Rowan|51
South Dakota|96|Sacramento St.|90
Georgia|62|Seton Hall|69
Loyola Maryland|82|Siena|90
Citadel|88|S.C. Upstate|81
Loyola Marymount|73|Southeast Mo. St.|60
Hofstra|89|St. Bonaventure|83
North Florida|78|St. Francis (NY)|65
Farmingdale St.|42|Stony Brook|91
Nebraska|82|Tennessee|71
Cincinnati-Clermont|66|Tennessee Tech|91
Colorado St.|90|UTEP|99
Hawaii|74|Texas Tech|82
UALR|64|Tulsa|60
UC-Davis|82|Utah Valley|70
Old Dominion|67|VCU|76
Staten Island|59|Wagner|83
Texas Southern|65|Washington St.|77
Montana St.|68|Wyoming|82
Michigan St.|77|Providence|64
Xavier|90|Dayton|61
Wisconsin|48|Oklahoma|65
Boise St.|59|Arizona|68
Utah St.|52|Duke|85
Wichita St.|61|Iowa|84
Brown|69|SMU|77
Yale|54|Albany (NY)|88
Stephen F. Austin|94|Appalachian St.|84
UC-Santa Barbara|68|Arizona St.|70
Urbana|55|Bowling Green|96
Maine|81|Central Conn. St.|74
Northern Colo.|52|Colorado|82
Long Island|56|Dartmouth|79
South Dakota|77|Eastern Wash.|71
UC-Irvine|56|Evansville|75
Ave Maria|34|Fla. Gulf Coast|91
St. Francis (NY)|74|Hartford|67
Harvard|49|Holy Cross|50
Navy|75|IPFW|53
South Carolina St.|66|Kansas St.|68
Penn|86|Lafayette|92
UC-Riverside|74|Lamar|69
Tulane|72|Liberty|51
Jackson St.|61|Marquette|80
Cornell|77|Mass.-Lowell|80
Western Mich.|65|Mercer|68
Southern California|73|Monmouth|83
Maine-Fort Kent|60|NJIT|89
Jacksonville|69|UNC Greensboro|71
Alabama|74|Notre Dame|73
Montana|63|Pepperdine|69
Rider|57|Rhode Island|82
Texas-Arlington|92|Rice|74
Pacific|71|Sacramento St.|79
Cal St. Bakersfield|59|St. Mary's (CA)|94
Wiley|67|Sam Houston St.|66
Delaware St.|47|San Francisco|67
Boston College|45|Santa Clara|62
Savannah St.|57|South Fla.|67
Delaware|50|Temple|69
Mississippi Val.|64|Tennessee Tech|101
Tex. Permian Basin|90|UTSA|85
Cal St. Northridge|45|UCLA|77
Marist|60|Vermont|86
Fresno St.|73|Oregon|78
Alcorn St.|70|Indiana|112
Illinois St.|63|Kentucky|75
VMI|65|Campbell|66
McNeese St.|73|Central Mich.|74
LSU|58|Col. of Charleston|70
Kennesaw St.|93|Elon|103
Stetson|81|FIU|75
Bob Jones|52|Ga. Southern|104
Selma University|53|Grambling|98
Hampton|51|Grand Canyon|63
Texas-Rio Grande Valley|65|Houston|78
Central Penn|79|Howard|98
Chattanooga|54|La.-Monroe|64
Clemson|83|Minnesota|89
Holy Names|57|Nevada|108
Bryant|67|New Hampshire|75
Northern Ky.|63|N.C. A&amp;T|74
Trinity Baptist|72|North Florida|80
Norfolk St.|70|Northern Ariz.|66
North Texas|70|UNI|93
Fairleigh Dickinson|61|Princeton|91
James Madison|70|Radford|68
Wake Forest|69|Rutgers|68
Spring Hill|50|South Ala.|79
Western Caro.|53|South Carolina|76
Toccoa Falls|54|S.C. Upstate|101
Paul Quinn|63|Southern U.|96
Green Bay|87|SIU Edwardsville|69
Loyola Maryland|61|Kansas|94
Villanova|86|St. Joseph's|72
Virginia|64|Ohio St.|58
Maryland|81|North Carolina|89
Miami (FL)|77|Nebraska|72
Purdue|72|Pittsburgh|59
North Dakota St.|64|Iowa St.|84
Texas-Arlington|73|Texas|80
Seattle|52|Cal|66
Georgia St.|57|UAB|64
Northwestern St.|78|Arkansas|117
Central Ark.|73|UALR|79
IUPUI|58|Ball St.|61
Lipscomb|89|Belmont|105
Colgate|50|Binghamton|69
Cal St. Dom. Hills|56|Cal St. Fullerton|88
Davidson|109|Charlotte|74
Siena|80|Cornell|81
Bradley|47|Delaware|70
Mississippi Val.|77|Duquesne|91
Fla. Atlantic|48|East Carolina|74
Indiana St.|62|Eastern Ill.|68
Alabama St.|56|Evansville|88
Richmond|56|Florida|76
Piedmont|38|Furman|99
Md.-East. Shore|49|Georgetown|68
Oakland|82|Georgia|86
Wofford|61|Georgia Tech|77
Fairfield|77|Iona|101
Samford|77|Jacksonville St.|71
San Diego St.|76|Long Beach St.|72
Louisiana Tech|68|Memphis|94
Arkansas St.|78|Missouri|88
UT Martin|70|UMKC|74
Utah St.|69|Missouri St.|68
American|56|Mt. St. Mary's|81
Eastern Mich.|80|Neb.-Omaha|73
Oral Roberts|75|New Mexico|91
Louisiana Col.|62|Nicholls St.|80
Michigan|66|North Carolina St.|59
Waldorf|58|North Dakota|78
Marshall|70|Ohio|85
Albany (NY)|58|Quinnipiac|54
Eastern Wash.|81|San Francisco|77
Loyola (LA)|65|Southeastern La.|101
Southern Miss.|59|Troy|69
Montana St.|76|Utah Valley|72
Northwestern|81|Virginia Tech|79
Pacific Union|57|Weber St.|95
Eastern Ky.|84|Western Ky.|86
Old Dominion|48|William &amp; Mary|55
Albion|50|Wright St.|68
Louisville|67|Michigan St.|71
Indiana|74|Duke|94
BYU|75|Utah|83
Fla. Gulf Coast|65|Texas A&amp;M|75
Florida St.|75|Iowa|78
Prairie View|41|Baylor|80
SMU|75|TCU|70
Citadel|93|Air Force|97
Coppin St.|71|Akron|77
Willamette|36|Boise St.|100
Penn St.|67|Boston College|58
UMBC|64|Bowling Green|72
Central Conn. St.|64|Brown|82
Columbia|72|Bucknell|61
St. Bonaventure|60|Buffalo|58
Sacramento St.|61|UC-Davis|66
Winthrop|83|Charleston So.|82
Butler|78|Cincinnati|76
S.C. Upstate|56|Clemson|76
Auburn|81|Coastal Caro.|78
Fort Lewis|71|Colorado|95
Sacred Heart|49|Connecticut|82
Arizona St.|79|Creighton|77
Vermont|68|Dartmouth|63
Wyoming|68|Denver|52
St. John's (NY)|57|Fordham|73
Seton Hall|64|George Washington|72
Ark.-Pine Bluff|47|Hawaii|75
Longwood|66|High Point|90
Murray St.|78|Houston|93
Rice|73|Houston Baptist|77
Cal St. Bakersfield|63|Idaho|67
Notre Dame|84|Illinois|79
DePaul|82|Ill.-Chicago|55
Fisk|59|Jackson St.|94
Florida Memorial|73|Jacksonville|92
Florida A&amp;M|41|Kennesaw St.|61
Hofstra|84|La Salle|80
St. Francis (NY)|69|Lafayette|62
Texas-Rio Grande Valley|60|Lamar|83
North Florida|108|LSU|119
Army|84|Maine|71
Grambling|49|Marquette|95
Boston U.|69|Massachusetts|99
Hiwassee|47|Mercer|82
VCU|62|Middle Tenn.|56
Texas Southern|73|Mississippi St.|86
UTEP|59|New Mexico St.|73
Mercy|65|Norfolk St.|71
UNC Greensboro|68|N.C. A&amp;T|77
Coker|73|UNC Wilmington|93
Harvard|71|Northeastern|80
Hampton|98|Northern Ariz.|94
Chicago St.|58|Northern Ill.|80
Tulsa|66|Oklahoma St.|56
Loyola Marymount|70|Oregon St.|79
Navy|65|Penn|59
Portland|78|Portland St.|72
Gardner-Webb|87|Presbyterian|76
Hartford|66|Providence|89
Holy Cross|56|Rhode Island|74
St. Peter's|73|Rider|61
Lehigh|73|St. Francis (PA)|84
Morehead St.|60|St. Louis|46
Bethesda University (CA)|56|San Diego|71
Antelope Valley|60|San Jose St.|90
Ga. Southern|67|Savannah St.|76
Wayne St. (NE)|53|South Dakota St.|80
Southeast Mo. St.|50|Southern Ill.|74
UCF|94|Stetson|85
Wisconsin|66|Syracuse|58
Fairleigh Dickinson|70|Temple|79
East Tenn. St.|61|Tennessee Tech|63
Austin Peay|48|A&amp;M-Corpus Christi|61
UTSA|53|Texas St.|76
Sam Houston St.|56|Texas Tech|71
Cleveland St.|65|Toledo|76
George Mason|54|Towson|75
New Orleans|62|Tulane|64
Detroit|52|Vanderbilt|102
Central Penn|72|VMI|107
Morgan St.|61|Wagner|62
Gonzaga|69|Washington St.|60
Silver Lake|49|Western Ill.|84
Bryant|40|Yale|79
Robert Morris|58|Youngstown St.|65
Central Ark.|68|Oklahoma|111
Kentucky|77|UCLA|87
New Hampshire|86|Abilene Christian|75
Auburn Montgomery|78|Alabama St.|80
Trinity Baptist|49|Bethune-Cookman|78
IPFW|75|Cal Poly|73
Northern Colo.|66|UC-Riverside|77
Southern California|75|UC-Santa Barbara|63
Long Beach St.|83|Colorado St.|77
South Fla.|58|Delaware|67
Master's|72|Fresno St.|84
Central Mich.|72|Grand Canyon|75
Dallas Christian|71|Incarnate Word|108
Western Mich.|57|James Madison|63
Mass.-Lowell|72|Long Island|84
La.-Lafayette|70|La.-Monroe|81
SIU Edwardsville|51|Milwaukee|64
Mississippi Val.|79|N.C. Central|86
Liberty|52|Radford|56
La Verne|85|Southern Utah|105
North Texas|67|Texas-Arlington|90
Belmont|57|Valparaiso|61
Warren Wilson|45|Western Caro.|96
Kentucky Christian|66|Wofford|86
Oregon|69|UNLV|80
St. Francis (PA)|55|Maryland|96
Samford|49|Texas|59
North Dakota St.|74|Arkansas St.|73
Monmouth|86|Canisius|96
St. Joseph's|80|Columbia|78
Pittsburgh|96|Duquesne|75
S.C. Upstate|71|East Carolina|82
Rider|70|Fairfield|74
Elon|77|FIU|71
Kansas St.|68|Georgia|66
Jackson St.|88|Louisiana Tech|95
Iona|101|Marist|66
Akron|75|Marshall|65
Northern Ill.|71|Missouri|78
San Francisco|50|Montana|82
Quinnipiac|72|Niagara|76
Delaware St.|38|Old Dominion|82
UC-Irvine|70|Pacific|67
UC-Davis|67|St. Mary's (CA)|81
Cal St. Fullerton|70|Seattle|61
Manhattan|54|Siena|89
Southern U.|73|Southeastern La.|69
Alabama|58|Southern Miss.|55
Arkansas|85|Wake Forest|88
Georgia St.|59|Wright St.|46
American|60|Youngstown St.|56
Harvard|69|Kansas|75
Binghamton|33|Michigan St.|76
William &amp; Mary|52|Virginia|67
Western Ky.|64|Xavier|95
Kennesaw St.|54|West Virginia|87
Morehead St.|59|Indiana|92
Charlotte|60|Miami (FL)|88
IPFW|79|Utah|96
New Mexico|58|Purdue|70
Grand Canyon|63|Louisville|111
Arizona|68|Gonzaga|63
Texas A&amp;M|54|Arizona St.|67
Buffalo|59|Duke|82
UMKC|75|Iowa|95
Cal|78|Wyoming|72
New Hampshire|44|SMU|98
New Orleans|52|Ball St.|66
Drake|63|Bowling Green|75
North Dakota|65|Bradley|59
Weber St.|68|BYU|73
Brown|76|Bryant|68
Indiana St.|71|Butler|85
Fresno St.|65|Cal Poly|77
Northern Ariz.|55|Cal St. Bakersfield|72
Pepperdine|70|Cal St. Northridge|55
Quinnipiac|78|Canisius|76
Ill.-Chicago|58|UCF|88
Col. of Charleston|82|Citadel|74
Kent St.|66|Cleveland St.|62
Hampton|74|Coppin St.|71
Lafayette|67|Cornell|85
Hartford|65|Dartmouth|74
North Florida|71|Dayton|86
Air Force|61|Denver|59
Chicago St.|72|DePaul|96
Northeastern|73|Detroit|76
Northern Ky.|73|Eastern Ill.|79
South Carolina St.|79|Florida A&amp;M|67
Central Conn. St.|54|Fordham|86
High Point|66|Gardner-Webb|64
Penn|44|George Mason|63
Syracuse|72|Georgetown|79
Albany (NY)|88|Holy Cross|84
UALR|64|Idaho|54
Western Caro.|68|Illinois|80
UAB|74|Illinois St.|61
Miami (OH)|64|IUPUI|78
Jacksonville|86|Jacksonville St.|82
Drexel|66|La Salle|53
Idaho St.|70|Lamar|82
Rochester (MI)|50|Lehigh|84
Charleston So.|68|Liberty|61
Tennessee Tech|81|Lipscomb|78
New Mexico St.|53|Long Beach St.|67
UMBC|70|Longwood|59
Creighton|65|Loyola (IL)|68
Maine|67|Marquette|104
Mississippi|74|Massachusetts|64
Southeast Mo. St.|65|Memphis|80
Alcorn St.|43|Mercer|68
Houston Baptist|57|Michigan|82
South Ala.|55|Middle Tenn.|68
South Dakota|85|Minnesota|81
Loyola Maryland|68|Mt. St. Mary's|85
Evansville|85|Murray St.|81
Abilene Christian|63|Nebraska|73
Loyola (LA)|74|Nicholls St.|89
Mass.-Lowell|77|NJIT|90
Johnson &amp; Wales (NC)|36|UNC Asheville|103
Howard|63|N.C. A&amp;T|66
Md.-East. Shore|59|N.C. Central|70
Bucknell|86|North Carolina St.|99
Southern Ill.|95|North Texas|63
SIU Edwardsville|56|Northwestern|81
VMI|62|Ohio St.|89
Missouri St.|64|Oklahoma St.|63
Nevada|62|Oregon St.|66
Eastern Mich.|70|Penn St.|81
Boise St.|81|Portland|71
Providence|74|Rhode Island|72
St. Edward's|72|Rice|93
UNI|67|Richmond|82
Oakland|92|Robert Morris|74
Seton Hall|84|Rutgers|55
Wichita St.|68|St. Louis|53
San Jose St.|75|Santa Clara|78
Eastern Ky.|74|Savannah St.|71
South Fla.|63|South Carolina|81
Ohio|68|St. Bonaventure|81
Texas Southern|62|Stephen F. Austin|66
Princeton|77|Stony Brook|91
Stetson|54|Tennessee St.|74
Texas St.|39|A&amp;M-Corpus Christi|47
Colgate|49|TCU|76
Texas-Arlington|76|UTEP|62
Sacred Heart|61|Towson|83
Austin Peay|80|Troy|71
Georgia Tech|76|Tulane|68
Oral Roberts|70|Tulsa|68
Southern Utah|68|Utah Valley|54
Ark.-Pine Bluff|45|Virginia Tech|80
Presbyterian|70|Winthrop|74
Temple|60|Wisconsin|76
Vermont|54|Yale|72
Davidson|65|North Carolina|98
Vanderbilt|67|Baylor|69
Mass.-Lowell|68|Boston College|66
Morgan St.|66|Cincinnati|87
Wofford|51|Clemson|66
Radford|58|Coastal Caro.|63
Colorado|88|Colorado St.|77
Delaware|69|Columbia|82
Great Falls|64|Eastern Wash.|104
Fla. Gulf Coast|84|FIU|76
VCU|71|Florida St.|76
Toledo|71|Green Bay|69
Appalachian St.|80|Hofstra|86
Marshall|84|James Madison|107
UC-Riverside|76|Loyola Marymount|77
Marist|75|Manhattan|70
Neb.-Omaha|100|Montana St.|97
Monmouth|56|Niagara|42
Central Ark.|47|Pittsburgh|100
UC-Irvine|60|St. Mary's (CA)|70
Siena|68|St. Peter's|72
Sul Ross St.|61|Sam Houston St.|109
San Diego St.|48|San Diego|53
Mississippi Val.|72|Seattle|84
North Dakota St.|62|Southern Miss.|74
St. Francis (NY)|56|St. John's (NY)|63
Angelo St.|75|Texas-Rio Grande Valley|76
Long Beach St.|76|UCLA|83
American|48|Wagner|55
Cal St. Fullerton|69|Washington|87
Portland St.|67|Washington St.|91
Oklahoma|78|Villanova|55
Oregon|67|Navy|47
IUPUI|53|Purdue|80
Western Ill.|56|Iowa|90
Buffalo|63|Iowa St.|84
South Carolina St.|54|Bethune-Cookman|69
VMI|66|Butler|93
Aquinas|51|Central Mich.|90
East Carolina|73|Col. of Charleston|77
Norfolk St.|88|Coppin St.|56
Brown|57|Georgetown|74
Thomas University|59|Kennesaw St.|69
Belmont|93|Lipscomb|84
Kent St.|80|NJIT|75
Md.-East. Shore|74|N.C. A&amp;T|80
Howard|71|N.C. Central|69
Binghamton|72|Oakland|83
Montreat|69|Presbyterian|93
Incarnate Word|70|Sacramento St.|73
Biola|53|San Diego St.|73
Cal St. Northridge|61|San Francisco|65
Idaho|55|Southern California|74
Northeastern|86|Western Mich.|87
West Virginia|54|Virginia|70
Wright St.|55|Xavier|90
Florida|55|Miami (FL)|66
Maryland|76|Connecticut|66
Northwestern St.|62|Baylor|75
UTSA|50|Texas|116
Michigan|58|SMU|82
Evansville|76|Arkansas|89
Harvard|75|Boston U.|69
Army|77|Bryant|55
Massachusetts|63|UCF|67
Tennessee Wesleyan|63|Chattanooga|91
Voorhees|85|Citadel|89
UMBC|70|Duquesne|89
Rochester (MI)|58|Eastern Mich.|86
Long Island|84|Fordham|89
Liberty|56|Furman|79
UNI|73|George Mason|65
Penn St.|66|George Washington|76
Winthrop|64|Georgia|74
Montana|58|Gonzaga|61
Southern U.|56|Grand Canyon|70
Hawaii Hilo|67|Hawaii|86
Louisiana State-Shreveport|49|Louisiana Tech|82
Towson|65|Loyola Maryland|54
San Jose St.|62|Marquette|80
South Dakota St.|84|Minnesota|70
Bucknell|73|Mt. St. Mary's|81
Worcester St.|66|New Hampshire|100
Stony Brook|61|Notre Dame|86
Air Force|50|Ohio St.|74
Idaho St.|66|Portland|65
Houston|57|Rhode Island|67
Wagner|65|Rider|64
Central Conn. St.|59|Rutgers|75
Princeton|50|St. Joseph's|62
UMKC|70|South Dakota|79
Bowling Green|79|Southeast Mo. St.|52
Vermont|68|St. Bonaventure|80
Henderson St.|54|Stephen F. Austin|87
Colgate|51|Syracuse|78
Bradley|61|Texas-Arlington|97
Iona|81|Tulsa|90
TCU|67|Washington|92
Holy Cross|59|Kansas|92
Md.-East. Shore|35|Michigan St.|78
IPFW|65|Indiana|90
Howard|55|Purdue|93
Fresno St.|72|Arizona|85
Eastern Ky.|67|Kentucky|88
Incarnate Word|62|Cal|74
Loyola Marymount|66|Boise St.|67
Utah St.|68|BYU|80
Campbell|76|Charlotte|70
N.C. Wesleyan|73|Coastal Caro.|98
Ark.-Fort Smith|72|Colorado St.|97
Nebraska|67|Creighton|83
Eastern Wash.|86|Davidson|96
Toledo|72|Detroit|75
DePaul|74|Drake|71
Quinnipiac|68|Hartford|66
UNC Greensboro|72|High Point|90
Yale|65|Illinois|69
Valparaiso|69|Indiana St.|63
Coppin St.|58|Kansas St.|83
Fairleigh Dickinson|91|Lafayette|89
McNeese St.|64|La.-Lafayette|97
Dartmouth|79|Maine|69
Columbia|72|Manhattan|71
Albany (NY)|75|Marist|53
Eastern Ill.|76|Marshall|82
Neb.-Omaha|78|Missouri|85
Fresno Pacific|70|Nevada|119
York (NE)|58|Northern Colo.|91
John Brown|53|Oral Roberts|88
Temple|77|Penn|73
Long Beach St.|75|Pepperdine|77
Boston College|51|Providence|66
Virginia Tech|74|Radford|65
Denver|59|San Diego|47
Hofstra|68|Siena|81
SIU Edwardsville|76|Southern Ill.|74
Niagara|44|St. John's (NY)|48
UT Martin|49|Texas Tech|68
Weber St.|81|Utah Valley|84
Dayton|72|Vanderbilt|67
UNLV|50|Wichita St.|56
Milwaukee|68|Wisconsin|67
Iowa|82|Iowa St.|83
Utica|68|Colgate|90
Milligan|47|East Tenn. St.|98
Ave Maria|59|Fla. Atlantic|72
Washington St.|74|Idaho|78
La.-Monroe|62|Kent St.|73
Cumberland|53|Lipscomb|83
Boston U.|80|Mass.-Lowell|60
IUPUI|74|Missouri St.|88
Canisius|67|Penn St.|81
Nicholls St.|47|San Diego St.|84
Troy|69|Seton Hall|78
NJIT|92|St. Francis (NY)|86
Southern U.|68|Wyoming|58
Valparaiso|71|Chicago St.|53
North Dakota St.|69|North Dakota|67
Eastern Wash.|51|Pittsburgh|84
North Greenville|58|S.C. Upstate|70
Prairie View|55|TCU|73
UT Martin|72|Texas-Rio Grande Valley|64
Oregon St.|67|Kansas|82
Florida|52|Michigan St.|58
Cincinnati|55|Xavier|65
Oral Roberts|73|Oklahoma|96
North Carolina|82|Texas|84
Oregon|72|Boise St.|74
McNeese St.|60|Indiana|105
Utah|50|Wichita St.|67
Youngstown St.|64|Purdue|95
